"link-primary","link-primary href","SearchResultCard__status","SearchResultCard__favoriteLink href","SearchResultCard__footerItem","SearchResultCard__footerItem 2","CompanyLogo src","SearchResultCard__favoriteLink href 2","Tag 2"
"Insurance Advisory Manager","https://www.jobs.cz/rpd/1620635358/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","21. června","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1620635358","PricewaterhouseCoopers Česká republika, s.r.o.","Praha – Nusle","https://my.teamio.com/recruit/logo?id=6263c4ce-5c69-42d6-bc34-c7e32f639c93&v=1609841967022&width=180","[object Object]","Možnost občasné práce z domova"
"Trainee - Datový specialista/ka pro klíčové projekty v bance","https://www.jobs.cz/rpd/1620136711/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","30. května","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1620136711","Česká spořitelna, a.s.","Praha – Michle","https://my.teamio.com/recruit/logo?id=ba8dd34c-911a-4cf4-8ecb-7586685d2949&v=1674740762523&width=180","[object Object]","Možnost občasné práce z domova"
"Nemáš zkušenosti, ale máš ambice? Přidej se k nám!","https://www.jobs.cz/rpd/1626736814/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","Přidáno před 55 minutami","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626736814","Ušetřeno.cz s.r.o.","Praha – Nusle","https://my.teamio.com/recruit/logo?id=2279f9f0-e6b2-476a-8eff-a499a7229368&v=1601456790103&width=180","[object Object]","Odpovězte teď a budete mezi prvními"
"Operations & ISMS manager / manažer kybernetické bezpečnosti","https://www.jobs.cz/rpd/1626276350/?searchId=ae6a4863-f351-43cb-a93c-0770cbba30cd&rps=233","Aktualizováno před hodinou","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D15%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626276350","Cybrela s.r.o.","Praha – Staré Město","","[object Object]","Možnost občasné práce z domova"
"Senior Consultant - Capital Projects & Infrastructure","https://www.jobs.cz/rpd/1624692774/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Přidáno před hodinou","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1624692774","PricewaterhouseCoopers Česká republika, s.r.o.","Praha – Nusle","https://my.teamio.com/recruit/logo?id=6263c4ce-5c69-42d6-bc34-c7e32f639c93&v=1609841967022&width=180","","Odpovězte teď a budete mezi prvními"
"Account Manager","https://www.jobs.cz/rpd/1625454399/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Aktualizováno před 2 hodinami","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625454399","Publicis Groupe","Praha – Libeň","https://my.teamio.com/recruit/logo?id=13a18a14-e693-45c7-9779-8990cb221934&v=1685627851120&width=180","[object Object]","Možnost občasné práce z domova"
"Přípravář pozemních staveb","https://www.jobs.cz/rpd/1626720620/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Přidáno před 2 hodinami","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626720620","PRÁCE plus, s.r.o.","Hlavní město Praha","","[object Object]","Možnost občasné práce z domova"
"STAVBYVEDOUCÍ","https://www.jobs.cz/rpd/1610789262/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Aktualizováno před 3 hodinami","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1610789262","SYNER, s.r.o.","Praha","","[object Object]",""
"Asistent daňového týmu – student VŠ","https://www.jobs.cz/rpd/1625765178/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Aktualizováno dnes","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625765178","TPA","Praha – Krč","","[object Object]","Možnost občasné práce z domova"
"Asistent daňového poradce - šance pro absolventy VŠ!","https://www.jobs.cz/rpd/1486389593/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Aktualizováno dnes","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1486389593","TPA","Praha – Krč","","[object Object]",""
"Account Manager in an international marketing agency","https://www.jobs.cz/rpd/1626704234/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Přidáno dnes","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626704234","VMLY&R s.r.o.","Praha – Holešovice","https://my.teamio.com/recruit/logo?id=e1ee5d63-d1ad-4722-bedf-78b652a2fdbe&v=1633166923045&width=180","[object Object]","Možnost občasné práce z domova"
"Účetní-zpracování karetních transakcí/Settlement Accountant","https://www.jobs.cz/rpd/1626702540/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Přidáno dnes","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626702540","Global Payments Europe, s.r.o.","Praha – Strašnice","https://my.teamio.com/recruit/logo?id=615bd355-3af6-438a-99e1-472bc379007a&v=1568798700680&width=180","[object Object]","Možnost občasné práce z domova"
"Síťový specialista","https://www.jobs.cz/rpd/1622460187/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Aktualizováno dnes","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1622460187","PŘEDVÝBĚR.CZ s.r.o.","Praha – Dejvice","","[object Object]","Možnost občasné práce z domova"
"MULTIMEDIÁLNÍ KONZULTANT / ACCOUNT MANAGER","https://www.jobs.cz/rpd/1626697378/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Přidáno dnes","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626697378","TV Prima","Praha – Vinohrady","https://my.teamio.com/recruit/logo?id=ac623697-00c1-458e-8671-26f406b4957b&v=1647337914585&width=180","[object Object]","Možnost občasné práce z domova"
"Teamleader Praha","https://www.jobs.cz/rpd/1625749974/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Aktualizováno dnes","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625749974","FX Central Europe Investments s.r.o.","Praha – Nové Město","","[object Object]","Odpovězte teď a budete mezi prvními"
"Finanční účetní","https://www.jobs.cz/rpd/1625742460/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Aktualizováno dnes","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625742460","Apleona Czech Republic s.r.o.","Praha – Břevnov","","[object Object]","Možnost občasné práce z domova"
"Solution Data Architect – Technology Consulting","https://www.jobs.cz/rpd/1615873212/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Aktualizováno dnes","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1615873212","PricewaterhouseCoopers Česká republika, s.r.o.","Praha – Nusle","https://my.teamio.com/recruit/logo?id=6263c4ce-5c69-42d6-bc34-c7e32f639c93&v=1609841967022&width=180","[object Object]","Odpovězte teď a budete mezi prvními"
"Projektový manažer","https://www.jobs.cz/rpd/1504052986/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Aktualizováno včera","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1504052986","TAYLLORCOX s.r.o.","Praha – Karlín","","[object Object]","Možnost občasné práce z domova"
"Category Specialist (trainee) | Super start kariéry v onlinu","https://www.jobs.cz/rpd/1608847567/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Končí zítra","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1608847567","BUILDEX GROUP s.r.o.","Praha – Holešovice","","[object Object]","Možnost občasné práce z domova"
"IT Developer Team Leader","https://www.jobs.cz/rpd/1622882144/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Aktualizováno včera","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1622882144","Allyn International Services s.r.o.","Praha – Žižkov","","[object Object]","Možnost občasné práce z domova"
"Technical Consultant MS Servers","https://www.jobs.cz/rpd/1623612379/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Aktualizováno včera","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1623612379","Consultech Recruitment Services s.r.o.","Praha","","[object Object]","Odpovězte teď a budete mezi prvními"
"Retenční manažer - Praha","https://www.jobs.cz/rpd/1626509392/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","Přidáno včera","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626509392","FX Central Europe Investments s.r.o.","Praha – Nové Město","","[object Object]","Odpovězte teď a budete mezi prvními"
"Java Software Engineer","https://www.jobs.cz/rpd/1625155755/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","22. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1625155755","Thales DIS Czech Republic s.r.o.","Praha – Michle","https://my.teamio.com/recruit/logo?id=d43cb6b9-c127-4e25-8b39-953286550276&v=1580221595961&width=180","[object Object]","Možnost občasné práce z domova"
"Recruitment Specialist","https://www.jobs.cz/rpd/1626183239/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","22. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626183239","RESPECT, a.s.","Praha – Krč","","[object Object]","Možnost občasné práce z domova"
"Communication Officer v Českém výboru pro UNICEF","https://www.jobs.cz/rpd/2000050744/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","21. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D2000050744","Český výbor pro UNICEF","Praha – Staré Město","","[object Object]","Možnost občasné práce z domova"
"Hledáme juniorní i seniorní nadšence do cenných papírů!","https://www.jobs.cz/rpd/1618433332/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","21. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1618433332","UniCredit Bank Czech Republic and Slovakia, a.s.","Praha – Michle","https://my.teamio.com/recruit/logo?id=2561badc-c592-4b99-a5b5-0e70c1743e5d&v=1573570460994&width=180","[object Object]",""
"Manažer retenčního oddělení","https://www.jobs.cz/rpd/1626611459/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","21. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1626611459","FX Central Europe Investments s.r.o.","Praha – Nové Město","","[object Object]","Odpovězte teď a budete mezi prvními"
"Technical Consultant pro řešení správy digitálního obsahu","https://www.jobs.cz/rpd/1602448116/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","21. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1602448116","IXTENT s.r.o.","Praha – Holešovice","","[object Object]",""
"Senior Simulation Engineer (f/m/d)","https://www.jobs.cz/rpd/1617133581/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","21. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1617133581","Porsche Engineering Services, s.r.o.","Praha – Jinonice","https://my.teamio.com/recruit/logo?id=2a7eabf4-a317-4354-aaca-eb9cd6d0a39f&v=1636528606134&width=180","[object Object]","Možnost občasné práce z domova"
"CAD Senior Engineer - BTV/component manager (f/m/d)","https://www.jobs.cz/rpd/1586028167/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","21. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1586028167","Porsche Engineering Services, s.r.o.","Praha – Jinonice","https://my.teamio.com/recruit/logo?id=2a7eabf4-a317-4354-aaca-eb9cd6d0a39f&v=1636528606134&width=180","[object Object]","Možnost občasné práce z domova"
"BI Analytik/analytička- Reporting","https://www.jobs.cz/rpd/1617773826/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","21. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1617773826","Generali Česká pojišťovna","Praha – Nusle","https://my.teamio.com/recruit/logo?id=7f5c6694-4b1b-4f11-a252-d9c23bb85d94&v=1582618057944&width=180","[object Object]","Možnost občasné práce z domova"
"Direct Sales Manager","https://www.jobs.cz/rpd/1618048596/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","21. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1618048596","COMFORT FINANCE GROUP","Praha – Vinohrady","","[object Object]",""
"Senior daňový poradce/konzultant -DPH (A342)","https://www.jobs.cz/rpd/1622606090/?searchId=bad68c6e-5016-4afb-bc7f-29794e3415fe&rps=233","21. července","https://www.jobs.cz/prihlasit-se/?ref=https://www.jobs.cz/prace/praha/?locality%255Bcode%255D%3DR200000%26locality%255Blabel%255D%3DPraha%26locality%255Bcoords%255D%3D50.08455%252C14.41778%26locality%255Bradius%255D%3D0%26page%3D16%26q%255B0%255D%3Dpython%26q%255B1%255D%3Djunior%26addToFavorite%3D1622606090","Mazars s.r.o.","Praha – Karlín","","[object Object]","Možnost občasné práce z domova"
